,name,price,sex,jewel_type,brand,material,color,index,age,income
262,Earrings rings with diamonds,900,Women,Earrings,Haritidis,Gold 18ct.,White,510,24,<=50K
263,Necklace Stavros,170,Women,Necklaces,Haritidis,Gold 14ct.,White,5802,40,<=50K
264,Earrings with pearl,85,Women,Earrings,Haritidis,Gold 14ct.,Gold,1529,28,>50K
265,Ring tear,160,Women,Ring,Haritidis,Gold 14ct.,Gold,7601,48,<=50K
266,Ring halfway,110,Women,Ring,Haritidis,Gold 14ct.,Gold,862,26,<=50K
267,Bracelet woman,105,Women,Bracelet,Haritidis,Gold 14ct.,Gold,5022,38,<=50K
268,Bracelet woman,185,Women,Bracelet,Haritidis,Gold 14ct.,Gold,5910,41,>50K
269,Necklace woman,300,Women,Necklaces,Haritidis,Gold 14ct.,Gold,5939,41,>50K
270,ID card,135,Women,Jewels ID,Haritidis,Gold 14ct.,Gold,7868,49,>50K
271,ID card,135,Women,Jewels ID,Haritidis,Gold 14ct.,Gold,5657,40,>50K
272,Necklace oval,135,Women,Necklaces,Haritidis,Gold 14ct.,Gold,3723,34,<=50K
273,Ring trilater,120,Women,Ring,Haritidis,Gold 14ct.,Gold,3950,35,>50K
274,Ring woman,135,Women,Ring,Haritidis,Gold 14ct.,Gold,1004,26,<=50K
275,Ring double,110,Women,Ring,Haritidis,Gold 14ct.,Gold,155,23,<=50K
276,Necklace rectangle,145,Women,Necklaces,Haritidis,Gold 14ct.,Gold,19,22,<=50K
277,Necklace cycle,175,Women,Necklaces,Haritidis,Gold 14ct.,Gold,596,25,<=50K
278,Necklace double monoch,110,Women,Necklaces,Haritidis,Gold 14ct.,Gold,3477,33,<=50K
279,Necklace Eye-Cross,160,Women,Necklaces,Haritidis,Gold 14ct.,Gold,2835,32,<=50K
280,Necklace Eye-Cross,135,Women,Necklaces,Haritidis,Gold 14ct.,Gold,5943,41,>50K
281,Necklace Stavros,140,Women,Necklaces,Haritidis,Gold 14ct.,Gold,7158,46,<=50K
282,Necklace heart-infinity,150,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1779,28,<=50K
283,Necklace monoch,110,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1778,28,<=50K
284,Necklace monoch,100,Women,Necklaces,Haritidis,Gold 14ct.,Gold,7632,48,<=50K
285,Necklace Stavros,140,Women,Necklaces,Haritidis,Gold 14ct.,Gold,5005,38,<=50K
286,Necklace heart,135,Women,Necklaces,Haritidis,Gold 14ct.,Gold,2010,29,<=50K
287,Necklace ID card,185,Women,Necklaces,Haritidis,Gold 14ct.,Gold,6830,44,>50K
288,Stavros female,175,Women,Cross,Haritidis,Gold 14ct.,Gold,5354,39,>50K
289,Stavros female,190,Women,Cross,Haritidis,Gold 14ct.,White,4304,36,>50K
290,Stavros female,175,Women,Cross,Haritidis,Gold 14ct.,White,3330,33,>50K
291,Bracelet hearts-infinity,90,Women,Bracelet,Haritidis,Gold 14ct.,Gold,3039,32,<=50K
292,Bracelet star-crown,90,Women,Bracelet,Haritidis,Gold 14ct.,Gold,4968,38,<=50K
293,Bracelet Heart-crown-cross,110,Women,Bracelet,Haritidis,Gold 14ct.,Gold,787,25,<=50K
294,Necklace mum,155,Women,Necklaces,Haritidis,Gold 14ct.,Gold,6447,43,>50K
295,Necklace tear,145,Women,Necklaces,Haritidis,Gold 14ct.,White,6832,44,>50K
296,Necklace rosette,170,Women,Necklaces,Haritidis,Gold 14ct.,Gold,2064,29,<=50K
297,Ring topaz,600,Women,Ring,Haritidis,Gold 18ct.,White,834,26,>50K
298,Monoch Ring,2100,Women,Ring,Haritidis,Gold 18ct.,White,6643,43,<=50K
299,Monoch Ring,2200,Women,Ring,Haritidis,Gold 18ct.,White,1310,27,<=50K
300,Ring boob,350,Women,Ring,Haritidis,Gold 14ct.,White & Gold,3560,34,>50K
301,Monoch Ring,2350,Women,Ring,Haritidis,Gold 18ct.,White,2189,30,<=50K
302,Ring boob,350,Women,Ring,Haritidis,Gold 14ct.,White & Rose,2500,31,>50K
303,Ring boob,310,Women,Ring,Haritidis,Gold 14ct.,White & Rose,963,26,<=50K
304,Ring boob,310,Women,Ring,Haritidis,Gold 14ct.,Gold,2270,30,>50K
305,Konstantinato,255,Women,Religious jewels,Haritidis,Gold 14ct.,Gold,7711,48,>50K
306,Konstantinato,255,Women,Religious jewels,Haritidis,Gold 14ct.,Gold,5167,38,<=50K
307,Knot Stavros,105,Women,Necklaces,Haritidis,Gold 14ct.,Rose,1168,27,<=50K
308,Knot Stavros,105,Women,Necklaces,Haritidis,Gold 14ct.,Gold,5758,40,<=50K
309,Bracelet butterfly,115,Women,Bracelet,Haritidis,Gold 14ct.,Rose,4861,37,<=50K
310,Necklace with cord,430,Women,Necklaces,Haritidis,Gold 18ct.,"White, Gold & Rose",454,24,<=50K
311,Necklace with pendant,160,Women,Necklaces,Haritidis,Gold 14ct.,Gold,5913,41,<=50K
312,Cufflinks Montegrappa Caduseus,295,Men,Cuff links,Montegrappa,Stainless Steel,White,4358,36,<=50K
313,Cufflinks Montegrappa Byzantium,295,Men,Cuff links,Montegrappa,Stainless Steel,White,4541,36,>50K
314,Cufflinks Montegrappa Iustitia,295,Men,Cuff links,Montegrappa,Stainless Steel,White,6344,42,<=50K
315,Earrings Vogue,42,Women,Earrings,Vogue,Silver,Rose,6284,42,<=50K
316,Necklace Vogue,59,Women,Necklaces,Vogue,Silver,Rose,5219,38,<=50K
317,Earrings Vogue,51,Women,Earrings,Vogue,Silver,Rose,5254,38,>50K
318,Earrings Vogue,42,Women,Earrings,Vogue,Silver,Rose,4638,37,>50K
319,Earrings Vogue,36,Women,Earrings,Vogue,Silver,Rose,3247,33,<=50K
320,Earrings Vogue,79,Women,Earrings,Vogue,Silver,Rose,7441,47,>50K
321,Bracelets Vogue,29,Women,Bracelet,Vogue,Silver,Rose,4748,37,>50K
322,Necklace Vogue,42,Women,Necklaces,Vogue,Silver,Rose,6981,45,>50K
323,Necklace Vogue,44,Women,Necklaces,Vogue,Silver,Gold,1909,29,<=50K
324,Bracelets Vogue,34,Women,Bracelet,Vogue,Silver,Rose,5510,39,<=50K
325,Earrings Vogue,38,Women,Earrings,Vogue,Silver,Rose,7296,46,<=50K
326,Earrings Vogue,42,Women,Earrings,Vogue,Silver,Gold,6813,44,<=50K
327,Earrings Vogue,36,Women,Earrings,Vogue,Silver,Rose,379,24,>50K
328,Earrings Vogue,32,Women,Earrings,Vogue,Silver,Rose,2304,30,>50K
329,Earrings Vogue,44,Women,Earrings,Vogue,Silver,Gold,6780,44,<=50K
330,Bracelets Vogue,54,Women,Bracelet,Vogue,Silver,Rose,1456,28,>50K
331,Earrings Vogue,38,Women,Earrings,Vogue,Silver,Gold,1590,28,<=50K
332,Earrings Vogue,36,Women,Earrings,Vogue,Silver,Gold,7185,46,>50K
333,Earrings Vogue,44,Women,Earrings,Vogue,Silver,Rose,2462,31,<=50K
334,Earrings Vogue,40,Women,Earrings,Vogue,Silver,Gold,6873,44,<=50K
335,Bracelet Vogue,32,Women,Bracelet,Vogue,Silver,Rose,1999,29,<=50K
336,Bracelet Vogue,36,Women,Bracelet,Vogue,Silver,Rose,5980,41,<=50K
337,Bracelet Vogue,36,Women,Bracelet,Vogue,Silver,Gold,3445,33,<=50K
338,Bracelet Vogue,49,Women,Bracelet,Vogue,Silver,Gold,1488,28,<=50K
339,Earrings Vogue,44,Women,Earrings,Vogue,Silver,Gold,7412,47,>50K
340,Earrings Vogue,46,Women,Earrings,Vogue,Silver,Rose,1511,28,>50K
341,Bracelets Vogue,34,Women,Bracelet,Vogue,Silver,Rose,387,24,<=50K
342,Earrings Vogue,39,Women,Earrings,Vogue,Silver,Rose,1437,28,<=50K
343,Bracelets Vogue,49,Women,Bracelet,Vogue,Silver,Rose,1671,28,<=50K
344,Earrings Vogue,40,Women,Earrings,Vogue,Silver,Gold,2750,31,<=50K
345,Earrings Vogue,34,Women,Earrings,Vogue,Silver,Gold,81,22,<=50K
346,Bracelet Vogue,39,Women,Bracelet,Vogue,Silver,Gold,97,22,<=50K
347,Earrings Vogue,48,Women,Earrings,Vogue,Silver,Rose,5514,39,<=50K
348,Necklace Vogue,44,Women,Necklaces,Vogue,Silver,Rose,4332,36,>50K
349,Necklace Vogue,44,Women,Necklaces,Vogue,Silver,Gold,3028,32,>50K
350,Necklace Vogue,38,Women,Necklaces,Vogue,Silver,Rose,772,25,<=50K
351,Bracelets Vogue,41,Women,Bracelet,Vogue,Silver,Rose,82,22,<=50K
352,Earrings Vogue,33,Women,Earrings,Vogue,Silver,Rose,6027,41,<=50K
353,Earrings Vogue,38,Women,Earrings,Vogue,Silver,Gold,4918,37,<=50K
354,Bracelets Vogue,30,Women,Bracelet,Vogue,Silver,Rose,4182,35,<=50K
355,Necklace Vogue,42,Women,Necklaces,Vogue,Silver,Rose,2752,31,<=50K
356,Bracelets Vogue,68,Women,Bracelet,Vogue,Silver,Rose,923,26,<=50K
357,Bracelet Tommy Hilfiger,59,Women,Bracelet,Tommy Hilfiger,Stainless Steel,Gold,3013,32,<=50K
358,Cufflinks Montegrappa Multifaceted Bar,100,Men,Cuff links,Montegrappa,Stainless Steel,White,2641,31,<=50K
359,Cufflinks Montegrappa Square Mother of Pearl,110,Men,Cuff links,Montegrappa,Stainless Steel,White,4490,36,<=50K
360,Cufflinks Montegrappa Square Black Onyx,110,Men,Cuff links,Montegrappa,Stainless Steel,White,3022,32,<=50K
361,Cufflinks Montegrappa Mother of Pearl,110,Men,Cuff links,Montegrappa,Stainless Steel,White,7796,49,<=50K
362,Cufflinks Montegrappa Black Onyx,110,Men,Cuff links,Montegrappa,Stainless Steel,White,7676,48,<=50K
363,Earrings Just Cavalli Glam Chic,89,Women,Earrings,Just Cavalli,Stainless Steel,Gold,3585,34,>50K
364,Earrings Just Cavalli Glam Chic,59,Women,Earrings,Just Cavalli,Stainless Steel,Gold,3029,32,>50K
365,Ring Just Cavalli Glam Chic,46,Women,Ring,Just Cavalli,Stainless Steel,Gold,5268,38,<=50K
366,Stavros female,175,Women,Cross,Haritidis,Gold 14ct.,White,423,24,<=50K
367,Stavros female,180,Women,Cross,Haritidis,Gold 14ct.,White,779,25,<=50K
368,Stavros female,155,Women,Cross,Haritidis,Gold 14ct.,White,2666,31,>50K
369,Necklace pearl,130,Women,Necklaces,Haritidis,Gold 14ct.,White,2919,32,>50K
370,Necklace petal,170,Women,Necklaces,Haritidis,Gold 14ct.,Rose,1170,27,<=50K
371,Necklace heart,165,Women,Necklaces,Haritidis,Gold 14ct.,White,1842,29,<=50K
372,Serpent Ring Invisible,1900,Women,Ring,Paul Hewitt,Gold 18ct.,White,6255,42,>50K
373,Necklace invisible with diamonds,1300,Women,Necklaces,Paul Hewitt,Gold 18ct.,White,5031,38,<=50K
374,Earrings invisible with diamonds,1500,Women,Earrings,Paul Hewitt,Gold 18ct.,White,3140,33,>50K
375,Bracelet Rosso Amante.,69,Men,Bracelet,Rosso Amante,Stainless Steel,White,7465,47,<=50K
376,Earrings PDPAOLA Arch 3 Earrings Set,65,Women,Earrings,PDPAOLA,Silver,Gold,4985,38,<=50K
377,Earrings PDPAOLA L'Oiseau Gold Earrings Set,49,Women,Earrings,PDPAOLA,Silver,Gold,1575,28,<=50K
378,Earrings PDPAOLA Nectar Bundle 3 Earrings Set,59,Women,Earrings,PDPAOLA,Silver,Gold,6569,43,>50K
379,Necklace PDPAOLA White Heart Silver,49,Women,Necklaces,PDPAOLA,Silver,Rose,2673,31,<=50K
380,Earrings PDPAOLA Boiling Solitary Gold,39,Women,Earrings,PDPAOLA,Silver,Gold,3948,35,<=50K
381,Earrings PDPAOLA Fleur Gold Set,55,Women,Earrings,PDPAOLA,Silver,Gold,6941,45,>50K
382,Earrings PDPAOLA White Solitary Gold,39,Women,Earrings,PDPAOLA,Silver,Gold,4591,36,<=50K
383,Monoch Ring,1250,Women,Ring,Haritidis,Gold 18ct.,White,3801,34,<=50K
384,Earrings PDPAOLA L'Absolu Gold,65,Women,Earrings,PDPAOLA,Silver,Gold,484,24,<=50K
385,Earrings PDPAOLA Savannah 3 Earrings Set,65,Women,Earrings,PDPAOLA,Silver,Gold,4433,36,<=50K
386,Earrings PDPAOLA Pistil Silver,109,Women,Earrings,PDPAOLA,Silver,White,1053,26,<=50K
387,Earrings PDPAOLA Revery Silver,65,Women,Earrings,PDPAOLA,Silver,Gold,5150,38,<=50K
388,Ring Halfway PDPAOLA Revery Gold,56,Women,Ring,PDPAOLA,Silver,Gold,4744,37,>50K
389,Bracelet PDPAOLA Halley Gold,49,Women,Bracelet,PDPAOLA,Silver,Gold,5635,40,>50K
390,Ring  PDPAOLA Cavalier Gold,66,Women,Ring,PDPAOLA,Silver,Gold,3538,34,<=50K
391,Ring PDPAOLA Voyager,39,Women,Ring,PDPAOLA,Silver,Gold,6428,43,<=50K
392,Bracelet PDPAOLA Voyager Gold,45,Women,Bracelet,PDPAOLA,Silver,Gold,6473,43,>50K
393,Earrings PDPAOLA Sophie Gold,55,Women,Earrings,PDPAOLA,Silver,Gold,4915,37,<=50K
394,Ring PDPAOLA Amani Gold,36,Women,Ring,PDPAOLA,Silver,Gold,1560,28,<=50K
395,Ring PDPAOLA Amani silver,35,Women,Ring,PDPAOLA,Silver,Rose,4171,35,<=50K
396,Earrings PDPAOLA Bird gold,45,Women,Earrings,PDPAOLA,Silver,Gold,2036,29,<=50K
397,Bracelet PDPAOLA Gina Gold.,59,Women,Bracelet,PDPAOLA,Silver,Gold,2418,30,<=50K
398,Bracelet PDPAOLA Elija Gold.,45,Women,Bracelet,PDPAOLA,Silver,Gold,6054,41,<=50K
399,Necklace PDPAOLA I am,59,Women,Necklaces,PDPAOLA,Silver,Gold,41,22,<=50K
400,Earrings Rings Bronzallure Altissima Rose Gold,139,Women,Earrings,Bronzallure,Metal Alloy,Rose,2206,30,>50K
401,Earrings Bronzallure Rose Gold,89,Women,Earrings,Bronzallure,Metal Alloy,Rose,5673,40,>50K
402,Earrings Star Bronzallure Rose Gold,89,Women,Earrings,Bronzallure,Metal Alloy,Rose,1028,26,<=50K
403,Earrings Heart Bronzallure Rose Gold,89,Women,Earrings,Bronzallure,Metal Alloy,Rose,6511,43,<=50K
404,Earrings Rings Bronzallure Ball Rose Gold,69,Women,Earrings,Bronzallure,Metal Alloy,Rose,6732,44,>50K
405,Ring Bronzallure Purezza Rose Gold,69,Women,Ring,Bronzallure,Metal Alloy,Rose,3862,35,<=50K
406,Ring Bronzallure Purezza Rose Gold,79,Women,Ring,Bronzallure,Metal Alloy,Rose,4098,35,>50K
407,Ring Bronzallure Purezza Rose Gold,59,Women,Ring,Bronzallure,Metal Alloy,Rose,165,23,<=50K
408,Ring Bronzallure Set of Fancy Ring Rose Gold,129,Women,Ring,Bronzallure,Metal Alloy,Rose,2574,31,<=50K
409,Ring Bronzallure Shiny Knot Rose Gold,89,Women,Ring,Bronzallure,Metal Alloy,Rose,4975,38,<=50K
410,Monoch Ring,1860,Women,Ring,Haritidis,Gold 18ct.,White,4605,36,<=50K
411,Bracelet Fossil Iridescent Gold,52,Women,Bracelet,Fossil,Stainless Steel,Gold,2515,31,<=50K
412,Bracelet Fossil Shooting Star,44,Women,Bracelet,Fossil,Stainless Steel,Gold,3478,33,<=50K
413,Bracelet Fossil Heritage Lava Stone and Black Agate Beaded,45,Men,Bracelet,Fossil,Stainless Steel,Rose,6460,43,<=50K
414,Bracelet Fossil Brown Braided,65,Men,Bracelet,Fossil,Stainless Steel,White,3179,33,>50K
415,Necklace male Hugo Boss,109,Men,Necklaces,Boss,Stainless Steel,White,2168,30,>50K
416,Bracelet Hugo Boss,79,Men,Bracelet,Boss,Stainless Steel,Rose,6135,41,<=50K
417,Bracelet Tommy Hilfiger,59,Men,Bracelet,Tommy Hilfiger,Stainless Steel,Rose,4903,37,<=50K
418,Cufflinks Tommy Hilfiger,49,Men,Cuff links,Tommy Hilfiger,Stainless Steel,Rose,3562,34,>50K
419,Monoch Ring,1290,Women,Ring,Haritidis,Gold 18ct.,White,1514,28,<=50K
420,Monoch Ring,1650,Women,Ring,Haritidis,Gold 18ct.,White,4799,37,>50K
421,Earrings Lily and Rose Petite Sienna / Emerald,45,Women,Earrings,Lily & Rose,Brass,Gold,1509,28,<=50K
422,Earrings Lily and Rose Jessie / Emerald,55,Women,Earrings,Lily & Rose,Brass,Gold,4218,35,<=50K
423,Earrings tear Lily and Rose Sofia / Crystal,55,Women,Earrings,Lily & Rose,Brass,Gold,3935,35,<=50K
424,Earrings tear Lily and Rose Sofia / Scarlett red,55,Women,Earrings,Lily & Rose,Brass,Gold,3690,34,<=50K
425,Earrings tear Lily and Rose Petite Sofia / Crystal,40,Women,Earrings,Lily & Rose,Brass,Gold,1314,27,<=50K
426,Earrings tear Lily and Rose Petite Sofia / Emerald,40,Women,Earrings,Lily & Rose,Brass,Gold,2221,30,<=50K
427,Earrings Lily and Rose Miss Eden / Gold,29,Women,Earrings,Lily & Rose,Brass,Gold,2185,30,<=50K
428,Earrings Lily and Rose Miss Sofia / Crystal,35,Women,Earrings,Lily & Rose,Brass,Gold,253,23,<=50K
429,Earrings Lily and Rose Miss Sofia / Scarlett red,35,Women,Earrings,Lily & Rose,Brass,Gold,3403,33,<=50K
430,Earrings Lily and Rose Miss Sofia / Malawi,35,Women,Earrings,Lily & Rose,Brass,Gold,7274,46,>50K
431,Earrings Lily and Rose Miss Sofia / Emerald,35,Women,Earrings,Lily & Rose,Brass,Gold,5437,39,<=50K
432,Necklace Tear Lily and Rose Amelie / Emerald,35,Women,Necklaces,Lily & Rose,Brass,Gold,1567,28,>50K
433,Bracelet Lily and Rose Celeste / Malawi,35,Women,Bracelet,Lily & Rose,Brass,Gold,1021,26,<=50K
434,Bracelet Lily and Rose Celeste / Scarlett red,35,Women,Bracelet,Lily & Rose,Brass,Gold,2008,29,<=50K
435,Bracelet Lily and Rose Celeste / Emerald,35,Women,Bracelet,Lily & Rose,Brass,Gold,7581,48,<=50K
436,Necklace Rosette Lily and Rose Sofia / Scarlett red,35,Women,Necklaces,Lily & Rose,Brass,Gold,4745,37,>50K
437,Tweezer Lily and Rose,55,Women,Accessories,Lily & Rose,Brass,Gold,5460,39,<=50K
438,Monoch Ring,1390,Women,Ring,Haritidis,Gold 18ct.,White,6398,42,>50K
439,Monoch Ring,2750,Women,Ring,Haritidis,Gold 18ct.,White,6490,43,>50K
440,Bracelet Charm 2021,25,Women,Bracelet,Haritidis,Metal Alloy,Rose,6416,42,>50K
441,Bracelet Charm 2021,25,Women,Bracelet,Haritidis,Metal Alloy,Rose,1853,29,>50K
442,Bracelet Charm 2021,25,Women,Bracelet,Haritidis,Metal Alloy,Rose,5563,39,<=50K
443,Charm Key,20,Unisex,Earrings,Haritidis,Metal Alloy,Gold,4723,37,>50K
444,Monoch Ring,1350,Women,Ring,Paul Hewitt,Gold 18ct.,White & Gold,1106,27,<=50K
445,Bracelet woman,215,Women,Bracelet,Haritidis,Gold 14ct.,White,6629,43,<=50K
446,Stavros female,250,Women,Cross,Haritidis,Gold 14ct.,White,6227,42,>50K
447,Bracelet rosette,210,Women,Bracelet,Haritidis,Gold 14ct.,White,1192,27,<=50K
448,Necklace rosette,225,Women,Necklaces,Haritidis,Gold 14ct.,White,2846,32,<=50K
449,Necklace rosette,225,Women,Necklaces,Haritidis,Gold 14ct.,Rose,4349,36,>50K
450,Earrings VERTI,195,Women,Earrings,Haritidis,Gold 14ct.,Rose,1058,26,>50K
451,Necklace Riviera-Arrows,550,Women,Necklaces,Haritidis,Gold 14ct.,Rose,677,25,<=50K
452,Bracelet arrows,225,Women,Bracelet,Haritidis,Gold 14ct.,Rose,630,25,<=50K
453,Ring arrows,150,Women,Ring,Haritidis,Gold 14ct.,Rose,1051,26,<=50K
454,Ring petro,195,Women,Ring,Haritidis,Gold 14ct.,Rose,4063,35,>50K
455,Earrings petroleum,310,Women,Earrings,Haritidis,Gold 14ct.,Rose,150,23,<=50K
456,Bracelet petro,215,Women,Bracelet,Haritidis,Gold 14ct.,Rose,5442,39,<=50K
457,Necklace petro,550,Women,Necklaces,Haritidis,Gold 14ct.,Rose,1157,27,<=50K
458,Earrings tear,240,Women,Earrings,Haritidis,Gold 14ct.,Gold,5791,40,<=50K
459,Ring tear,240,Women,Ring,Haritidis,Gold 14ct.,Gold,3133,33,>50K
460,Bracelet tear,230,Women,Bracelet,Haritidis,Gold 14ct.,Gold,1618,28,<=50K
461,Necklace Riviera-Tear,510,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1414,27,<=50K
462,Earrings baguette,195,Women,Earrings,Haritidis,Gold 14ct.,White,3884,35,>50K
463,Bracelet baguette,195,Women,Bracelet,Haritidis,Gold 14ct.,White,2722,31,<=50K
464,Necklace Riviera-Baguette,500,Women,Necklaces,Haritidis,Gold 14ct.,White,374,24,>50K
465,Ring baguette,190,Women,Ring,Haritidis,Gold 14ct.,White,2743,31,<=50K
466,Ring tear,130,Women,Ring,Haritidis,Gold 14ct.,White,1259,27,<=50K
467,Bracelet tear,210,Women,Bracelet,Haritidis,Gold 14ct.,White,5144,38,>50K
468,Necklace Riviera-Tear,420,Women,Necklaces,Haritidis,Gold 14ct.,White,4277,36,>50K
469,Earrings tear,195,Women,Earrings,Haritidis,Gold 14ct.,White,5043,38,<=50K
470,Necklace with rosettes,380,Women,Necklaces,Haritidis,Gold 14ct.,White,7705,48,>50K
471,Earrings riviera,180,Women,Earrings,Haritidis,Gold 14ct.,White,7784,49,<=50K
472,Earrings rosette,95,Women,Earrings,Haritidis,Gold 14ct.,White,6297,42,<=50K
473,Earrings tear,115,Women,Earrings,Haritidis,Gold 14ct.,White,1125,27,<=50K
474,Earrings monopetra,65,Women,Earrings,Haritidis,Gold 14ct.,Gold,5557,39,>50K
475,Earrings monopetra,75,Women,Earrings,Haritidis,Gold 14ct.,Gold,5509,39,<=50K
476,Earrings monopetra,85,Women,Earrings,Haritidis,Gold 14ct.,Gold,7764,49,>50K
477,Earrings monopetra,85,Women,Earrings,Haritidis,Gold 14ct.,Gold,6795,44,<=50K
478,Earrings monopetra,85,Women,Earrings,Haritidis,Gold 14ct.,White,5250,38,<=50K
479,Necklace with pearls,105,Women,Necklaces,Haritidis,Gold 14ct.,Gold,599,25,<=50K
480,Necklace tear,140,Women,Necklaces,Haritidis,Gold 14ct.,Gold,7728,49,<=50K
481,Necklace monoch,140,Women,Necklaces,Haritidis,Gold 14ct.,Gold,5026,38,<=50K
482,Necklace polygon,160,Women,Necklaces,Haritidis,Gold 14ct.,Gold,7348,47,>50K
483,Ring halfway,130,Women,Ring,Haritidis,Gold 14ct.,Gold,5176,38,>50K
484,Bracelet Rosso Amante.,68,Men,Bracelet,Rosso Amante,Stainless Steel,White,2141,30,>50K
485,Stavros Rosso Amante.,55,Men,Cross,Rosso Amante,Stainless Steel,White,7015,45,<=50K
486,Stavros Rosso Amante.,43,Men,Cross,Rosso Amante,Stainless Steel,White & Rose,5418,39,<=50K
487,Bracelet Rosso Amante,29,Men,Bracelet,Rosso Amante,Stainless Steel,White,6278,42,<=50K
488,Stavros Rosso Amante,39,Men,Cross,Rosso Amante,Stainless Steel,Black,7086,45,>50K
489,Stavros Rosso Amante,37,Men,Cross,Rosso Amante,Stainless Steel,White,6019,41,<=50K
490,Bracelet Rosso Amante,79,Men,Bracelet,Rosso Amante,Stainless Steel,White,7195,46,>50K
491,Stavros Rosso Amante,49,Men,Cross,Rosso Amante,Stainless Steel,White,4427,36,>50K
492,Necklace Rebirth - Charm 2021,75,Women,Necklaces,Haritidis,Gold 9ct.,Gold,3027,32,<=50K
493,Bracelet JCou Queen's,69,Women,Bracelet,JCou,Silver,White,5122,38,<=50K
494,Necklace JCou Sun and Moon,79,Women,Necklaces,JCou,Silver,Gold,4960,38,>50K
495,Bracelet JCou Sun and Moon,69,Women,Bracelet,JCou,Silver,Gold,5868,41,<=50K
496,Earrings JCou Sun and Moon,69,Women,Earrings,JCou,Silver,Gold,6260,42,>50K
497,Earrings JCou Dots,55,Women,Earrings,JCou,Silver,White,5140,38,<=50K
498,Earrings JCou Dots,59,Women,Earrings,JCou,Silver,Gold,7810,49,<=50K
499,Earrings JCou Dots,55,Women,Earrings,JCou,Silver,Gold,3737,34,<=50K
500,Earrings Rings JCou Dots,89,Women,Earrings,JCou,Silver,Gold,5242,38,<=50K
501,Ring JCou Dots,49,Women,Ring,JCou,Silver,Gold,944,26,<=50K
502,Ring JCou Dots,59,Women,Ring,JCou,Silver,White,6291,42,>50K
503,Ring JCou Dots,65,Women,Ring,JCou,Silver,Gold,5263,38,>50K
504,Bracelet JCou Dots,69,Women,Bracelet,JCou,Silver,Gold,5690,40,<=50K
505,Bracelet JCou Dots,69,Women,Bracelet,JCou,Silver,White,5096,38,<=50K
506,Necklace JCou Dots,89,Women,Necklaces,JCou,Silver,Gold,6815,44,>50K
507,Necklace JCou Dots,99,Women,Necklaces,JCou,Silver,Gold,6980,45,>50K
508,Ring JCou Sun and Moon,49,Women,Ring,JCou,Silver,Gold,6137,41,>50K
509,Ring JCou Sun and Moon,49,Women,Ring,JCou,Silver,Gold,7806,49,<=50K
510,Earrings Rings JCou Sun and Moon,59,Women,Earrings,JCou,Silver,Gold,1664,28,<=50K
511,Earrings JCou Sun and Moon,39,Women,Earrings,JCou,Silver,Gold,7557,48,<=50K
512,Bracelet JCou Sun and Moon,69,Women,Bracelet,JCou,Silver,Gold,7163,46,<=50K
513,Necklace JCou Sun and Moon,89,Women,Necklaces,JCou,Silver,Gold,4995,38,<=50K
514,Ring JCou Rainbow,49,Women,Ring,JCou,Silver,Gold,368,24,<=50K
515,Earrings JCou Rainbow,59,Women,Earrings,JCou,Silver,Gold,2928,32,>50K
516,Earrings Rings JCou Rainbow,59,Women,Earrings,JCou,Silver,Gold,4293,36,>50K
517,Bracelet JCou Rainbow,59,Women,Bracelet,JCou,Silver,Gold,7006,45,<=50K
518,Necklace JCou Rainbow,69,Women,Necklaces,JCou,Silver,Gold,1859,29,>50K
519,Necklace JCou Rainbow,69,Women,Necklaces,JCou,Silver,Gold,6034,41,>50K
520,Ring JCou Queen's,89,Women,Ring,JCou,Silver,Gold,7427,47,>50K
521,Earrings Rings JCou Queen's,69,Women,Earrings,JCou,Silver,White,7803,49,<=50K
522,Earrings Rings JCou Queen's,79,Women,Earrings,JCou,Silver,Gold,3807,34,<=50K
523,Bracelet JCou Queen's,85,Women,Bracelet,JCou,Silver,Gold,1001,26,<=50K
524,Necklace JCou Queen's,79,Women,Necklaces,JCou,Silver,White,5906,41,<=50K
525,Necklace JCou Queen's,89,Women,Necklaces,JCou,Silver,Gold,6983,45,>50K
526,Ring JCou Chains,75,Women,Ring,JCou,Silver,Gold,2312,30,<=50K
527,Ring JCou Chains,59,Women,Ring,JCou,Silver,White,7331,46,<=50K
528,Earrings JCou Chains,65,Women,Earrings,JCou,Silver,Gold,4206,35,>50K
529,Earrings JCou Chains,45,Women,Earrings,JCou,Silver,Gold,5289,39,>50K
530,Bracelet JCou Chains,65,Women,Bracelet,JCou,Silver,White,4835,37,<=50K
531,Bracelet JCou Chains,55,Women,Bracelet,JCou,Silver,Gold,3813,34,>50K
532,Necklace JCou Chains,65,Women,Necklaces,JCou,Silver,Gold,1581,28,<=50K
533,Ring JCou Coins,45,Women,Ring,JCou,Silver,Gold,6073,41,>50K
534,Ring JCou Coins,55,Women,Ring,JCou,Silver,Gold,6809,44,>50K
535,Earrings Rings JCou Coins,49,Women,Earrings,JCou,Silver,Gold,5285,39,>50K
